Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em NOVEMBRO / 2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
80;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 155 ; 15.782.141 ; 407 ; 15.556.181 ; 141 ; 3.533.700 ; 72 ; 14.147.224 ; 775 ; 49.019.246 ; 8 ; 15.645.500 ; -   ; -   ; 8 ; 15.645.500 ; 783 ; 64.664.746 ;;
81;59.118.133;BANCO LUSO BRASILEIRO S.A.; 42 ; 9.299.234 ; 102 ; 7.416.838 ; 27 ; 313.048 ; 99 ; 1.172.479 ; 270 ; 18.201.599 ; 154 ; 18.793.125 ; 78 ; 19.830.711 ; 232 ; 38.623.836 ; 502 ; 56.825.435 ;;
82;92.894.922;BANCO ORIGINAL S.A.; -   ; -   ; 5 ; 366.311 ; 71 ; 42.160 ; 120 ; 25.790.278 ; 196 ; 26.198.749 ; 8 ; 26.000.685 ; 1 ; 690 ; 9 ; 26.001.375 ; 205 ; 52.200.124 ;;
83;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 2 ; 265.419 ; 117 ; 2.142.939 ; 17 ; 632.169 ; 253 ; 23.361.438 ; 389 ; 26.401.965 ; 269 ; 25.032.392 ; 9 ; 418.512 ; 278 ; 25.450.904 ; 667 ; 51.852.869 ;;
84;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 2 ; 79.415 ; 36 ; 9.697.957 ; 60 ; 4.328.151 ; 125 ; 12.704.084 ; 223 ; 26.809.607 ; 46 ; 21.105.692 ; 11 ; 3.063.796 ; 57 ; 24.169.488 ; 280 ; 50.979.095 ;;
85;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 13 ; 928.379 ; 17 ; 358.747 ; 1 ; 2.146 ; 57 ; 19.691.097 ; 88 ; 20.980.369 ; 5 ; 22.249.404 ; 4 ; 6.248.656 ; 9 ; 28.498.060 ; 97 ; 49.478.429 ;;
86;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 81 ; 6.710.205 ; 326 ; 10.834.463 ; 566 ; 2.596.302 ; 1.884 ; 6.131.195 ; 2.857 ; 26.272.165 ; 538 ; 12.778.641 ; 89 ; 5.115.484 ; 627 ; 17.894.125 ; 3.484 ; 44.166.290 ;;
87;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 2 ; 109.677 ; 256 ; 8.826.059 ; 182 ; 823.563 ; 689 ; 11.020.642 ; 1.129 ; 20.779.941 ; 206 ; 19.294.834 ; 12 ; 380.045 ; 218 ; 19.674.879 ; 1.347 ; 40.454.820 ;;
88;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 30 ; 299.615 ; 514 ; 13.603.119 ; 44 ; 408.985 ; 56 ; 554.825 ; 644 ; 14.866.544 ; 481 ; 14.428.113 ; 84 ; 984.577 ; 565 ; 15.412.690 ; 1.209 ; 30.279.234 ;;
89;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 30 ; 1.101.268 ; 363 ; 9.458.518 ; 155 ; 1.031.565 ; 649 ; 4.149.147 ; 1.197 ; 15.740.498 ; 774 ; 12.739.978 ; 147 ; 1.262.188 ; 921 ; 14.002.166 ; 2.118 ; 29.742.664 ;;
90;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 141 ; 4.349.783 ; 2.567 ; 2.207.729 ; 2.779 ; 5.335.077 ; 5.487 ; 11.892.589 ; 773 ; 12.155.929 ; 46 ; 4.676.424 ; 819 ; 16.832.353 ; 6.306 ; 28.724.942 ;;
91;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 71 ; 7.665.574 ; 5 ; 230.203 ; 42 ; 5.702.522 ; 104 ; 685.313 ; 222 ; 14.283.612 ; 4 ; 408.556 ; 34 ; 12.710.140 ; 38 ; 13.118.696 ; 260 ; 27.402.308 ;;
92;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 2 ; 2.627 ; 25 ; 269.733 ; 1.289 ; 956.049 ; 2.036 ; 3.167.524 ; 3.352 ; 4.395.933 ; 824 ; 11.123.649 ; 111 ; 8.637.284 ; 935 ; 19.760.933 ; 4.287 ; 24.156.866 ;;
93;61.186.680;BANCO BMG S.A.; 3 ; 5.493.773 ; -   ; -   ; 7 ; 1.244.445 ; 61 ; 1.043.757 ; 71 ; 7.781.975 ; -   ; -   ; 2 ; 16.012.000 ; 2 ; 16.012.000 ; 73 ; 23.793.975 ;;
94;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 8 ; 234.263 ; 82 ; 3.552.649 ; 71 ; 5.311.235 ; 320 ; 5.718.113 ; 481 ; 14.816.260 ; 171 ; 5.202.145 ; 101 ; 1.472.769 ; 272 ; 6.674.914 ; 753 ; 21.491.174 ;;
95;00.038.166;BANCO CENTRAL DO BRASIL; -   ; -   ; -   ; -   ; 5 ; 20.504.514 ; -   ; -   ; 5 ; 20.504.514 ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 20.504.514 ;;
96;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 9 ; 128.609 ; 965 ; 871.661 ; 1.935 ; 2.083.269 ; 2.909 ; 3.083.539 ; 391 ; 8.526.112 ; 68 ; 7.161.922 ; 459 ; 15.688.034 ; 3.368 ; 18.771.573 ;;
97;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 6 ; 316.107 ; 51 ; 4.371.837 ; 67 ; 2.455.855 ; 142 ; 3.321.578 ; 266 ; 10.465.377 ; 59 ; 6.533.498 ; 20 ; 1.569.000 ; 79 ; 8.102.498 ; 345 ; 18.567.875 ;;
98;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 3 ; 39.054 ; 169 ; 7.200.381 ; 54 ; 811.622 ; 271 ; 1.194.504 ; 497 ; 9.245.561 ; 270 ; 8.344.361 ; 36 ; 799.427 ; 306 ; 9.143.788 ; 803 ; 18.389.349 ;;
99;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1.010 ; 1 ; 1.010 ; 9 ; 8.554.010 ; 14 ; 8.540.649 ; 23 ; 17.094.659 ; 24 ; 17.095.669 ;;
100;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.119 ; 616.076 ; 790 ; 839.500 ; 1.909 ; 1.455.576 ; 54 ; 7.188.525 ; 41 ; 6.967.404 ; 95 ; 14.155.929 ; 2.004 ; 15.611.505 ;;
101;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 12.366 ; 2.835.966 ; 11.983 ; 6.563.060 ; 24.349 ; 9.399.026 ; 368 ; 4.947.354 ; 3 ; 846.427 ; 371 ; 5.793.781 ; 24.720 ; 15.192.807 ;;
102;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 42 ; 362.560 ; 128 ; 1.981.865 ; 3.017 ; 1.897.409 ; 4.408 ; 4.163.611 ; 7.595 ; 8.405.445 ; 585 ; 5.049.671 ; 133 ; 1.239.138 ; 718 ; 6.288.809 ; 8.313 ; 14.694.254 ;;
103;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 17 ; 279.935 ; 212 ; 1.800.083 ; 210 ; 2.221.257 ; 431 ; 3.652.000 ; 870 ; 7.953.275 ; 253 ; 4.676.245 ; 83 ; 1.724.051 ; 336 ; 6.400.296 ; 1.206 ; 14.353.571 ;;
104;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 1 ; 50.198 ; 29 ; 2.212.376 ; 80 ; 2.502.275 ; 215 ; 2.673.069 ; 325 ; 7.437.918 ; 112 ; 4.580.228 ; 76 ; 2.239.048 ; 188 ; 6.819.276 ; 513 ; 14.257.194 ;;
105;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 29 ; 803.195 ; 109 ; 2.888.293 ; 3.355 ; 2.077.388 ; 3.327 ; 2.409.006 ; 6.820 ; 8.177.882 ; 234 ; 4.129.203 ; 57 ; 1.581.067 ; 291 ; 5.710.270 ; 7.111 ; 13.888.152 ;;
106;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 9 ; 1.906.141 ; 29 ; 1.169.188 ; 44 ; 1.629.955 ; 44 ; 2.067.158 ; 126 ; 6.772.442 ; 54 ; 3.236.339 ; 42 ; 3.536.097 ; 96 ; 6.772.436 ; 222 ; 13.544.878 ;;
107;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 26 ; 470.592 ; 56 ; 633.821 ; 1.467 ; 902.610 ; 3.619 ; 4.646.924 ; 5.168 ; 6.653.947 ; 769 ; 4.743.352 ; 87 ; 824.948 ; 856 ; 5.568.300 ; 6.024 ; 12.222.247 ;;
108;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 4 ; 143.189 ; 7.240 ; 3.085.540 ; 7.464 ; 5.390.304 ; 14.708 ; 8.619.033 ; 871 ; 2.425.245 ; 4 ; 3.900 ; 875 ; 2.429.145 ; 15.583 ; 11.048.178 ;;
109;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 94 ; 308.073 ; 27 ; 342.403 ; 315 ; 4.595.994 ; 291 ; 1.381.698 ; 727 ; 6.628.168 ; 36 ; 394.480 ; 56 ; 3.567.926 ; 92 ; 3.962.406 ; 819 ; 10.590.574 ;;
110;30.723.886;BANCO MODAL S.A.; 11 ; 1.306.793 ; -   ; -   ; 56 ; 5.943.992 ; 43 ; 2.507.250 ; 110 ; 9.758.035 ; -   ; -   ; -   ; -   ; -   ; -   ; 110 ; 9.758.035 ;;
111;54.403.563;BANCO ARBI S.A.; -   ; -   ; 24 ; 3.950.947 ; 1 ; 206 ; 12 ; 30.987 ; 37 ; 3.982.140 ; 5 ; 3.970.000 ; -   ; -   ; 5 ; 3.970.000 ; 42 ; 7.952.140 ;;
112;00.000.208;BRB - BANCO DE BRASILIA S.A.; 1 ; 3.170 ; 7 ; 66.368 ; 33 ; 270.065 ; 254 ; 3.553.684 ; 295 ; 3.893.287 ; 5 ; 3.570.500 ; 1 ; 200.000 ; 6 ; 3.770.500 ; 301 ; 7.663.787 ;;
113;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; -   ; -   ; 61 ; 1.111.814 ; 233 ; 113.388 ; 546 ; 2.533.627 ; 840 ; 3.758.829 ; 213 ; 3.607.412 ; 7 ; 79.097 ; 220 ; 3.686.509 ; 1.060 ; 7.445.338 ;;
114;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 3 ; 101.390 ; 14 ; 442.086 ; 94 ; 328.997 ; 448 ; 2.396.130 ; 559 ; 3.268.603 ; 159 ; 2.813.262 ; 17 ; 406.609 ; 176 ; 3.219.871 ; 735 ; 6.488.474 ;;
115;00.795.423;BANCO SEMEAR S.A.; -   ; -   ; 36 ; 851.943 ; 8 ; 272.489 ; 76 ; 2.008.296 ; 120 ; 3.132.728 ; 12 ; 3.045.861 ; -   ; -   ; 12 ; 3.045.861 ; 132 ; 6.178.589 ;;
116;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 32.353 ; 72 ; 1.847.496 ; 179 ; 513.516 ; 461 ; 580.551 ; 716 ; 2.973.916 ; 157 ; 2.381.928 ; 22 ; 495.502 ; 179 ; 2.877.430 ; 895 ; 5.851.346 ;;
117;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 4 ; 1.602.830 ; 4 ; 1.083.841 ; 5 ; 346.199 ; 30 ; 2.730.125 ; 43 ; 5.762.995 ; -   ; -   ; -   ; -   ; -   ; -   ; 43 ; 5.762.995 ;;
118;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 8 ; 49.050 ; 30 ; 527.082 ; 970 ; 471.372 ; 1.313 ; 2.165.468 ; 2.321 ; 3.212.972 ; 199 ; 2.270.141 ; 11 ; 97.817 ; 210 ; 2.367.958 ; 2.531 ; 5.580.930 ;;
119;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 2.477 ; 27 ; 937.885 ; 148 ; 445.290 ; 596 ; 1.478.744 ; 772 ; 2.864.396 ; 126 ; 2.094.801 ; 2 ; 200.000 ; 128 ; 2.294.801 ; 900 ; 5.159.197 ;;
120;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 1 ; 41.324 ; 24 ; 378.430 ; 2.582 ; 1.368.952 ; 3.089 ; 1.638.504 ; 5.696 ; 3.427.210 ; 123 ; 812.489 ; 16 ; 159.990 ; 139 ; 972.479 ; 5.835 ; 4.399.689 ;;
121;31.880.826;BANCO GUANABARA S.A.; -   ; -   ; -   ; -   ; 3 ; 2.100.750 ; 4 ; 8.025 ; 7 ; 2.108.775 ; 3 ; 9.000 ; 2 ; 2.100.000 ; 5 ; 2.109.000 ; 12 ; 4.217.775 ;;
122;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 6 ; 216.289 ; 30 ; 1.123.986 ; 16 ; 166.440 ; 22 ; 610.671 ; 74 ; 2.117.386 ; 32 ; 1.657.499 ; 7 ; 306.040 ; 39 ; 1.963.539 ; 113 ; 4.080.925 ;;
123;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 2.007.276 ; 7 ; 2.007.276 ; 1 ; 2.000.000 ; -   ; -   ; 1 ; 2.000.000 ; 8 ; 4.007.276 ;;
124;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 2 ; 14.489 ; 22 ; 191.725 ; 465 ; 1.774.592 ; 489 ; 1.980.806 ; 308 ; 1.681.644 ; 7 ; 78.000 ; 315 ; 1.759.644 ; 804 ; 3.740.450 ;;
125;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 7 ; 41.614 ; 16 ; 381.334 ; 35 ; 898.145 ; 37 ; 733.518 ; 95 ; 2.054.611 ; 53 ; 897.791 ; 35 ; 722.265 ; 88 ; 1.620.056 ; 183 ; 3.674.667 ;;
126;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 58 ; 1.192.563 ; 33 ; 253.949 ; 6 ; 103.181 ; 25 ; 143.376 ; 122 ; 1.693.069 ; 37 ; 396.450 ; 60 ; 1.296.815 ; 97 ; 1.693.265 ; 219 ; 3.386.334 ;;
127;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; -   ; -   ; 4 ; 1.082.997 ; 13 ; 376.785 ; 81 ; 1.591.230 ; 98 ; 3.051.012 ; -   ; -   ; -   ; -   ; -   ; -   ; 98 ; 3.051.012 ;;
128;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 6.163 ; 1.574.600 ; 2.615 ; 808.205 ; 8.778 ; 2.382.805 ; -   ; -   ; 40 ; 643.981 ; 40 ; 643.981 ; 8.818 ; 3.026.786 ;;
129;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 529 ; 574.548 ; 1.049 ; 1.213.211 ; 1.578 ; 1.787.759 ; 115 ; 948.754 ; 13 ; 257.380 ; 128 ; 1.206.134 ; 1.706 ; 2.993.893 ;;
130;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 5 ; 86.455 ; 8 ; 170.339 ; 144 ; 114.936 ; 798 ; 1.225.061 ; 955 ; 1.596.791 ; 132 ; 1.265.864 ; 5 ; 86.628 ; 137 ; 1.352.492 ; 1.092 ; 2.949.283 ;;
131;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 2.800 ; 47 ; 1.058.528 ; 21 ; 115.259 ; 82 ; 283.950 ; 151 ; 1.460.537 ; 107 ; 1.339.146 ; 9 ; 114.526 ; 116 ; 1.453.672 ; 267 ; 2.914.209 ;;
132;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 430 ; 272.006 ; 1.317 ; 1.350.702 ; 1.747 ; 1.622.708 ; 144 ; 1.116.629 ; 3 ; 17.439 ; 147 ; 1.134.068 ; 1.894 ; 2.756.776 ;;
133;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.776 ; 615.302 ; 1.865 ; 1.345.419 ; 3.641 ; 1.960.721 ; 102 ; 782.182 ; 2 ; 5.995 ; 104 ; 788.177 ; 3.745 ; 2.748.898 ;;
134;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 18 ; 154.099 ; 227 ; 1.204.416 ; 245 ; 1.358.515 ; 191 ; 1.205.906 ; 7 ; 155.590 ; 198 ; 1.361.496 ; 443 ; 2.720.011 ;;
135;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 5 ; 1.020.437 ; -   ; -   ; 13 ; 6.839 ; 6 ; 13.641 ; 24 ; 1.040.917 ; -   ; -   ; 4 ; 1.500.000 ; 4 ; 1.500.000 ; 28 ; 2.540.917 ;;
136;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 131.359 ; 4 ; 11.407 ; 664 ; 435.529 ; 577 ; 1.071.624 ; 1.246 ; 1.649.919 ; 38 ; 756.085 ; 2 ; 58.832 ; 40 ; 814.917 ; 1.286 ; 2.464.836 ;;
137;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; 2 ; 43.905 ; 6 ; 155.031 ; 34 ; 983.618 ; 42 ; 1.182.554 ; 22 ; 1.036.946 ; 14 ; 179.286 ; 36 ; 1.216.232 ; 78 ; 2.398.786 ;;
138;61.033.106;BANCO CREFISA S.A.; -   ; -   ; -   ; -   ; 3 ; 207.191 ; 11 ; 785.650 ; 14 ; 992.841 ; 4 ; 750.000 ; -   ; -   ; 4 ; 750.000 ; 18 ; 1.742.841 ;;
139;33.042.151;BANCO DE LA NACION ARGENTINA; -   ; -   ; 5 ; 498.948 ; 509 ; 475.547 ; 32 ; 52.396 ; 546 ; 1.026.891 ; 3 ; 509.592 ; 2 ; 143.892 ; 5 ; 653.484 ; 551 ; 1.680.375 ;;
140;04.902.979;BANCO DA AMAZONIA S.A.; 15 ; 337.087 ; -   ; -   ; 30 ; 458.903 ; 31 ; 20.377 ; 76 ; 816.367 ; -   ; -   ; 11 ; 827.391 ; 11 ; 827.391 ; 87 ; 1.643.758 ;;
141;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 46 ; 32.083 ; 142 ; 621.762 ; 188 ; 653.845 ; 37 ; 583.491 ; -   ; -   ; 37 ; 583.491 ; 225 ; 1.237.336 ;;
142;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 23 ; 26.312 ; 96 ; 630.115 ; 119 ; 656.427 ; 4 ; 555.000 ; -   ; -   ; 4 ; 555.000 ; 123 ; 1.211.427 ;;
143;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; -   ; -   ; 12 ; 78.466 ; 14 ; 347.476 ; 41 ; 176.767 ; 67 ; 602.709 ; 50 ; 256.307 ; 14 ; 347.476 ; 64 ; 603.783 ; 131 ; 1.206.492 ;;
144;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 2 ; 28.295 ; 318 ; 108.966 ; 608 ; 550.455 ; 928 ; 687.716 ; 89 ; 480.542 ; -   ; -   ; 89 ; 480.542 ; 1.017 ; 1.168.258 ;;
145;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 123 ; 106.820 ; 480 ; 556.312 ; 603 ; 663.132 ; 121 ; 452.347 ; 3 ; 1.488 ; 124 ; 453.835 ; 727 ; 1.116.967 ;;
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 7 ; 220.786 ; 85 ; 218.396 ; 92 ; 439.182 ; 63 ; 217.620 ; 3 ; 219.649 ; 66 ; 437.269 ; 158 ; 876.451 ;;
147;45.056.494;MARMARIS CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 11.802 ; 395 ; 231.390 ; 246 ; 295.249 ; 642 ; 538.441 ; 31 ; 116.079 ; 1 ; 5.000 ; 32 ; 121.079 ; 674 ; 659.520 ;;
148;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.; -   ; -   ; -   ; -   ; 7 ; 2.050 ; 185 ; 302.721 ; 192 ; 304.771 ; 68 ; 307.967 ; 1 ; 1.208 ; 69 ; 309.175 ; 261 ; 613.946 ;;
149;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; -   ; -   ; 1 ; 15.903 ; 167 ; 91.079 ; 266 ; 283.244 ; 434 ; 390.226 ; 25 ; 153.131 ; 3 ; 45.000 ; 28 ; 198.131 ; 462 ; 588.357 ;;
150;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 30.702 ; 34 ; 14.495 ; 76 ; 244.770 ; 111 ; 289.967 ; 21 ; 245.671 ; 3 ; 3.485 ; 24 ; 249.156 ; 135 ; 539.123 ;;
151;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 116 ; 63.070 ; 190 ; 257.346 ; 306 ; 320.416 ; 63 ; 192.781 ; -   ; -   ; 63 ; 192.781 ; 369 ; 513.197 ;;
152;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 41 ; 53.802 ; 48 ; 129.033 ; 89 ; 182.835 ; 4 ; 151.000 ; 1 ; 50.000 ; 5 ; 201.000 ; 94 ; 383.835 ;;
153;20.155.248;UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 59 ; 32.325 ; 124 ; 150.883 ; 183 ; 183.208 ; 15 ; 84.709 ; -   ; -   ; 15 ; 84.709 ; 198 ; 267.917 ;;
154;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA; -   ; -   ; -   ; -   ; 10 ; 24.951 ; 4 ; 20.323 ; 14 ; 45.274 ; 4 ; 24.518 ; 11 ; 29.146 ; 15 ; 53.664 ; 29 ; 98.938 ;;
155;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 12.000 ; 1 ; 12.000 ; 1 ; 12.000 ; -   ; -   ; 1 ; 12.000 ; 2 ; 24.000 ;;
156;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 17.534 ; 6 ; 17.534 ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 17.534 ;;
157;33.886.862;MASTER S/A CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;;
158;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 7.200 ; 3 ; 7.200 ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 7.200 ;;
;;;;;;;;;;;;;;;;;;;;;;
Total;;; 47.281 ; 20.195.572.458 ; 164.579 ; 17.106.335.830 ; 1.831.173 ; 48.765.066.409 ; 2.251.390 ; 51.721.857.563 ; 4.294.423 ; 137.788.832.260 ; 40.864 ; 88.707.651.577 ; 40.864 ; 88.790.682.417 ; 81.728 ; 177.498.333.994 ; 4.376.151 ; 315.287.166.254 ;;
"Informações prestadas pelas Instituições no Sistema Câmbio;";;;;;;;;;;;;;;;;;;;;;;
Dados extraídos em: 22.12.2023;;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário não incluem os registros de ingresso direcionado do arquivo ACAM204.;;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
