Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em ABRIL / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
80;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 4 ; 221.605 ; 29 ; 2.022.191 ; 36 ; 1.336.728 ; 124 ; 8.435.365 ; 193 ; 12.015.889 ; 70 ; 30.213.697 ; 22 ; 21.352.645 ; 92 ; 51.566.341 ; 285 ; 63.582.230 ;;;;
81;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 7 ; 69.410 ; 356 ; 1.471.083 ; 1.091 ; 30.111.622 ; 1.454 ; 31.652.115 ; 743 ; 29.010.390 ; 1 ; 216.000 ; 744 ; 29.226.390 ; 2.198 ; 60.878.505 ;;;;
82;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 28 ; 10.597.999 ; 27 ; 3.538.728 ; 19 ; 356.815 ; 45 ; 11.225.276 ; 119 ; 25.718.819 ; 14 ; 19.472.768 ; 16 ; 15.629.444 ; 30 ; 35.102.211 ; 149 ; 60.821.030 ;;;;
83;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 7 ; 25.000.000 ; 2 ; 359.562 ; 8 ; 5.195.893 ; 3 ; 109 ; 20 ; 30.555.563 ;;; 11 ; 29.790.000 ; 11 ; 29.790.000 ; 31 ; 60.345.563 ;;;;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 10 ; 77.419 ; 497 ; 12.690.848 ; 215 ; 1.953.034 ; 1.406 ; 13.965.131 ; 2.128 ; 28.686.432 ; 347 ; 26.559.969 ; 19 ; 1.913.601 ; 366 ; 28.473.570 ; 2.494 ; 57.160.002 ;;;;
85;03.512.293;FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.; 3 ; 40.200 ; 1 ; 6.797 ; 114 ; 309.429 ; 350 ; 2.637.059 ; 468 ; 2.993.485 ; 292 ; 26.649.276 ; 130 ; 25.033.256 ; 422 ; 51.682.532 ; 890 ; 54.676.016 ;;;;
86;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 36 ; 16.806.354 ; 54 ; 852.329 ; 702 ; 10.304.947 ; 792 ; 27.963.631 ; 22 ; 26.444.550 ;;; 22 ; 26.444.550 ; 814 ; 54.408.181 ;;;;
87;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 351 ; 18.987.270 ;;; 282 ; 6.356.051 ; 633 ; 25.343.321 ; 241 ; 25.342.830 ;;; 241 ; 25.342.830 ; 874 ; 50.686.150 ;;;;
88;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 88 ; 16.983.993 ; 97 ; 6.773.792 ; 8 ; 133.194 ; 53 ; 793.516 ; 246 ; 24.684.494 ; 41 ; 7.178.123 ; 36 ; 16.705.913 ; 77 ; 23.884.036 ; 323 ; 48.568.531 ;;;;
89;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 27 ; 717.904 ; 767 ; 18.295.769 ; 142 ; 3.318.220 ; 689 ; 5.741.144 ; 1.625 ; 28.073.039 ; 312 ; 20.154.896 ; 3 ; 137.398 ; 315 ; 20.292.294 ; 1.940 ; 48.365.333 ;;;;
90;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 1 ; 2.780 ; 39 ; 619.644 ; 337 ; 1.030.041 ; 1.482 ; 17.123.997 ; 1.859 ; 18.776.462 ; 710 ; 21.004.841 ; 31 ; 4.253.596 ; 741 ; 25.258.437 ; 2.600 ; 44.034.899 ;;;;
91;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 76.224 ; 35 ; 653.850 ; 198 ; 228.864 ; 2.054 ; 4.811.454 ; 2.288 ; 5.770.391 ; 255 ; 20.419.090 ; 34 ; 15.276.956 ; 289 ; 35.696.046 ; 2.577 ; 41.466.437 ;;;;
92;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 9 ; 734.132 ; 44 ; 7.649.882 ; 44 ; 12.182.030 ; 97 ; 20.566.044 ; 25 ; 12.928.131 ; 18 ; 7.633.032 ; 43 ; 20.561.162 ; 140 ; 41.127.206 ;;;;
93;61.186.680;BANCO BMG S.A.; 1 ; 1.000.000 ;;;;; 10 ; 11.550.714 ; 11 ; 12.550.714 ; 2 ; 26.033.800 ; 1 ; 1.000.000 ; 3 ; 27.033.800 ; 14 ; 39.584.514 ;;;;
94;60.889.128;BANCO SOFISA S.A.; 114 ; 24.303.969 ; 96 ; 4.566.816 ; 22 ; 552.927 ; 106 ; 2.650.122 ; 338 ; 32.073.833 ; 12 ; 49.660 ; 4 ; 7.003.566 ; 16 ; 7.053.226 ; 354 ; 39.127.059 ;;;;
95;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 110 ; 703.363 ; 442 ; 6.188.526 ; 552 ; 6.891.889 ; 153 ; 16.493.570 ; 38 ; 10.973.455 ; 191 ; 27.467.024 ; 743 ; 34.358.913 ;;;;
96;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 11 ; 183.630 ; 286 ; 6.140.821 ; 82 ; 1.290.788 ; 719 ; 9.217.527 ; 1.098 ; 16.832.767 ; 577 ; 15.333.906 ; 55 ; 1.426.856 ; 632 ; 16.760.762 ; 1.730 ; 33.593.528 ;;;;
97;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 31 ; 19.251 ; 249 ; 9.968.868 ; 280 ; 9.988.119 ; 315 ; 16.097.142 ; 46 ; 6.155.592 ; 361 ; 22.252.733 ; 641 ; 32.240.852 ;;;;
98;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 9 ; 85.507 ; 16 ; 29.893 ; 5.190 ; 14.592.684 ; 5.215 ; 14.708.083 ; 297 ; 14.874.000 ; 1 ; 202.000 ; 298 ; 15.076.000 ; 5.513 ; 29.784.083 ;;;;
99;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 14 ; 146.957 ; 324 ; 6.332.032 ; 76 ; 865.596 ; 474 ; 7.928.631 ; 888 ; 15.273.215 ; 845 ; 13.761.122 ; 13 ; 534.241 ; 858 ; 14.295.363 ; 1.746 ; 29.568.579 ;;;;
100;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 26 ; 500.851 ; 151 ; 2.898.242 ; 79 ; 831.299 ; 780 ; 11.378.094 ; 1.036 ; 15.608.486 ; 364 ; 13.317.405 ; 8 ; 471.741 ; 372 ; 13.789.146 ; 1.408 ; 29.397.632 ;;;;
101;03.532.415;BANCO ABN AMRO S.A.; 6 ; 11.040.000 ;;; 3 ; 1.763.904 ; 4 ; 2.142.384 ; 13 ; 14.946.289 ; 1 ; 672.000 ; 10 ; 11.320.000 ; 11 ; 11.992.000 ; 24 ; 26.938.289 ;;;;
102;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 237 ; 10.610.081 ; 3 ; 21.430 ; 70 ; 2.554.218 ; 310 ; 13.185.729 ; 174 ; 13.147.926 ;;; 174 ; 13.147.926 ; 484 ; 26.333.656 ;;;;
103;07.679.404;BANCO TOPµZIO S.A.; 14 ; 1.536.294 ; 3 ; 66.427 ; 3 ; 324.411 ; 88 ; 10.214.416 ; 108 ; 12.141.549 ; 35 ; 11.366.768 ; 5 ; 2.785.000 ; 40 ; 14.151.768 ; 148 ; 26.293.317 ;;;;
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 21 ; 426.542 ; 297 ; 630.779 ; 1.623 ; 9.811.219 ; 1.941 ; 10.868.541 ; 350 ; 12.240.024 ; 37 ; 2.608.254 ; 387 ; 14.848.278 ; 2.328 ; 25.716.819 ;;;;
105;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 3 ; 23.925 ; 73 ; 97.692 ; 807 ; 12.422.965 ; 883 ; 12.544.582 ; 352 ; 12.689.834 ; 7 ; 374.140 ; 359 ; 13.063.974 ; 1.242 ; 25.608.556 ;;;;
106;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 467 ; 587.987 ; 1.269 ; 9.997.183 ; 1.736 ; 10.585.171 ; 238 ; 10.167.453 ; 32 ; 64.081 ; 270 ; 10.231.534 ; 2.006 ; 20.816.705 ;;;;
107;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 57 ; 5.382.270 ; 26 ; 1.987.882 ; 83 ; 7.370.152 ; 8 ; 5.011.738 ; 59 ; 7.485.599 ; 67 ; 12.497.337 ; 150 ; 19.867.489 ;;;;
108;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 1 ; 60.000 ; 97 ; 2.169.839 ; 135 ; 1.748.659 ; 2.653 ; 6.152.428 ; 2.886 ; 10.130.926 ; 255 ; 7.971.938 ; 33 ; 1.451.140 ; 288 ; 9.423.078 ; 3.174 ; 19.554.004 ;;;;
109;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 96 ; 502.596 ; 440 ; 7.761.711 ; 536 ; 8.264.307 ; 350 ; 8.065.680 ; 9 ; 766.642 ; 359 ; 8.832.322 ; 895 ; 17.096.629 ;;;;
110;65.982.589;GRACO CORRETORA DE CAMBIO S.A.;;; 109 ; 3.615.323 ; 69 ; 147.445 ; 359 ; 3.894.100 ; 537 ; 7.656.868 ; 250 ; 8.312.289 ; 15 ; 954.721 ; 265 ; 9.267.010 ; 802 ; 16.923.878 ;;;;
111;33.042.151;BANCO DE LA NACION ARGENTINA; 5 ; 937.023 ; 4 ; 77.084 ; 264 ; 379.091 ; 100 ; 89.739 ; 373 ; 1.482.937 ; 5 ; 7.000.000 ; 8 ; 8.100.000 ; 13 ; 15.100.000 ; 386 ; 16.582.937 ;;;;
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 1 ; 890 ; 73 ; 1.948.317 ; 40 ; 536.868 ; 775 ; 5.326.627 ; 889 ; 7.812.702 ; 192 ; 7.101.778 ; 8 ; 378.615 ; 200 ; 7.480.393 ; 1.089 ; 15.293.095 ;;;;
113;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 14 ; 600.523 ; 192 ; 5.164.434 ; 97 ; 570.403 ; 433 ; 2.171.651 ; 736 ; 8.507.010 ; 309 ; 6.232.127 ;;; 309 ; 6.232.127 ; 1.045 ; 14.739.137 ;;;;
114;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 188 ; 464.500 ; 729 ; 6.948.526 ; 917 ; 7.413.026 ; 361 ; 6.566.809 ; 4 ; 14.226 ; 365 ; 6.581.035 ; 1.282 ; 13.994.061 ;;;;
115;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 194 ; 5.145.103 ; 9 ; 86.971 ; 461 ; 1.528.589 ; 664 ; 6.760.663 ; 233 ; 6.701.837 ; 6 ; 84.965 ; 239 ; 6.786.802 ; 903 ; 13.547.465 ;;;;
116;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 31 ; 7.941.043 ; 21 ; 351.646 ; 4 ; 291.038 ; 14 ; 289.600 ; 70 ; 8.873.327 ;;; 6 ; 4.500.000 ; 6 ; 4.500.000 ; 76 ; 13.373.327 ;;;;
117;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;; 27 ; 683.721 ; 66 ; 352.059 ; 838 ; 5.932.308 ; 931 ; 6.968.088 ; 118 ; 6.330.126 ;;; 118 ; 6.330.126 ; 1.049 ; 13.298.214 ;;;;
118;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 1 ; 1.181 ; 106 ; 66.862 ; 1.371 ; 4.103.115 ; 1.478 ; 4.171.158 ; 209 ; 6.465.835 ; 16 ; 2.409.000 ; 225 ; 8.874.835 ; 1.703 ; 13.045.993 ;;;;
119;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 4 ; 129.956 ; 7 ; 221.981 ; 12 ; 3.324.205 ; 9 ; 63.828 ; 32 ; 3.739.970 ; 2 ; 2.742.836 ; 4 ; 5.939.878 ; 6 ; 8.682.714 ; 38 ; 12.422.684 ;;;;
120;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 234 ; 1.757.128 ; 523 ; 5.948.807 ; 757 ; 7.705.935 ; 149 ; 4.190.458 ;;; 149 ; 4.190.458 ; 906 ; 11.896.394 ;;;;
121;04.902.979;BANCO DA AMAZONIA S.A.; 25 ; 2.833.486 ; 35 ; 2.426.266 ; 23 ; 697.615 ; 50 ; 405.139 ; 133 ; 6.362.506 ; 7 ; 2.186.848 ; 10 ; 2.760.000 ; 17 ; 4.946.848 ; 150 ; 11.309.354 ;;;;
122;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 40 ; 1.808.337 ; 5 ; 2.355 ; 138 ; 2.979.362 ; 183 ; 4.790.054 ; 211 ; 5.444.869 ; 10 ; 569.990 ; 221 ; 6.014.860 ; 404 ; 10.804.914 ;;;;
123;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 134 ; 306.911 ; 480 ; 4.593.838 ; 614 ; 4.900.749 ; 249 ; 4.545.014 ; 11 ; 188.967 ; 260 ; 4.733.981 ; 874 ; 9.634.730 ;;;;
124;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 13 ; 426.303 ; 43 ; 890.615 ; 95 ; 194.166 ; 1.287 ; 3.209.908 ; 1.438 ; 4.720.993 ; 156 ; 3.800.421 ; 4 ; 261.755 ; 160 ; 4.062.176 ; 1.598 ; 8.783.169 ;;;;
125;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 9 ; 155.866 ; 78 ; 143.595 ; 391 ; 3.967.886 ; 478 ; 4.267.347 ; 247 ; 4.066.046 ; 7 ; 98.147 ; 254 ; 4.164.193 ; 732 ; 8.431.539 ;;;;
126;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 233 ; 143.761 ; 2.563 ; 3.752.523 ; 2.796 ; 3.896.284 ; 100 ; 3.792.662 ; 3 ; 68.407 ; 103 ; 3.861.069 ; 2.899 ; 7.757.354 ;;;;
127;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 79 ; 176.954 ; 338 ; 3.782.425 ; 417 ; 3.959.379 ; 129 ; 3.641.279 ; 2 ; 2.598 ; 131 ; 3.643.877 ; 548 ; 7.603.255 ;;;;
128;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 104 ; 250.168 ; 373 ; 3.553.552 ; 477 ; 3.803.721 ; 209 ; 3.349.914 ;;; 209 ; 3.349.914 ; 686 ; 7.153.635 ;;;;
129;59.118.133;BANCO LUSO BRASILEIRO S.A.;;; 11 ; 529.973 ; 16 ; 2.017.746 ; 13 ; 930.007 ; 40 ; 3.477.727 ; 10 ; 1.345.000 ; 8 ; 1.921.594 ; 18 ; 3.266.594 ; 58 ; 6.744.320 ;;;;
130;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 3 ; 101.426 ; 80 ; 110.268 ; 508 ; 3.282.950 ; 591 ; 3.494.643 ; 91 ; 3.229.884 ;;; 91 ; 3.229.884 ; 682 ; 6.724.528 ;;;;
131;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 13 ; 7.365 ; 365 ; 2.722.619 ; 378 ; 2.729.984 ; 127 ; 3.120.205 ; 7 ; 383.295 ; 134 ; 3.503.499 ; 512 ; 6.233.483 ;;;;
132;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 554 ; 260.257 ; 2.169 ; 2.785.438 ; 2.723 ; 3.045.696 ; 42 ; 2.850.827 ;;; 42 ; 2.850.827 ; 2.765 ; 5.896.522 ;;;;
133;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 2 ; 7.736 ; 363 ; 251.867 ; 1.799 ; 2.636.546 ; 2.164 ; 2.896.149 ; 32 ; 2.707.640 ;;; 32 ; 2.707.640 ; 2.196 ; 5.603.789 ;;;;
134;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 10 ; 437.068 ;;; 48 ; 2.305.731 ; 58 ; 2.742.799 ; 133 ; 2.769.842 ; 1 ; 2.500 ; 134 ; 2.772.342 ; 192 ; 5.515.142 ;;;;
135;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 3 ; 130.065 ; 23 ; 180.971 ; 29 ; 247.677 ; 322 ; 1.830.243 ; 377 ; 2.388.955 ; 174 ; 2.050.467 ; 15 ; 415.088 ; 189 ; 2.465.556 ; 566 ; 4.854.510 ;;;;
136;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 8 ; 4.304.170 ;;; 8 ; 4.304.170 ;;;;; -   ; -   ; 8 ; 4.304.170 ;;;;
137;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 133.416 ; 53 ; 1.560.443 ; 8 ; 6.948 ; 191 ; 509.742 ; 259 ; 2.210.548 ; 135 ; 1.951.557 ; 5 ; 32.106 ; 140 ; 1.983.663 ; 399 ; 4.194.211 ;;;;
138;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 191 ; 205.992 ; 287 ; 2.017.192 ; 478 ; 2.223.184 ; 84 ; 1.842.902 ;;; 84 ; 1.842.902 ; 562 ; 4.066.085 ;;;;
139;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 1 ; 625 ; 7 ; 7.843 ; 848 ; 1.735.228 ; 856 ; 1.743.696 ; 120 ; 1.777.118 ; 2 ; 4.375 ; 122 ; 1.781.493 ; 978 ; 3.525.189 ;;;;
140;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 17 ; 120.990 ; 2 ; 24.805 ; 104 ; 336.484 ; 703 ; 1.711.221 ; 826 ; 2.193.500 ; 104 ; 1.302.510 ;;; 104 ; 1.302.510 ; 930 ; 3.496.010 ;;;;
141;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 138 ; 87.616 ; 863 ; 1.429.097 ; 1.001 ; 1.516.714 ; 204 ; 1.340.173 ;;; 204 ; 1.340.173 ; 1.205 ; 2.856.887 ;;;;
142;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 28 ; 50.549 ; 545 ; 1.210.445 ; 573 ; 1.260.995 ; 74 ; 1.237.048 ;;; 74 ; 1.237.048 ; 647 ; 2.498.043 ;;;;
143;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;;;; 155 ; 1.191.071 ; 155 ; 1.191.071 ; 140 ; 1.191.071 ;;; 140 ; 1.191.071 ; 295 ; 2.382.142 ;;;;
144;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 66 ; 96.886 ; 150 ; 1.147.754 ; 216 ; 1.244.640 ; 85 ; 1.048.208 ;;; 85 ; 1.048.208 ; 301 ; 2.292.848 ;;;;
145;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 295 ; 238.925 ; 678 ; 1.106.689 ; 973 ; 1.345.614 ; 63 ; 872.330 ;;; 63 ; 872.330 ; 1.036 ; 2.217.944 ;;;;
146;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 1 ; 2.000.000 ; 1 ; 7.735 ; 1 ; 8.571 ; 10 ; 82.787 ; 13 ; 2.099.094 ;;;;; -   ; -   ; 13 ; 2.099.094 ;;;;
147;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 10 ; 326.968 ; 3 ; 12.623 ; 53 ; 644.975 ; 66 ; 984.566 ; 30 ; 965.848 ; 2 ; 4.034 ; 32 ; 969.882 ; 98 ; 1.954.448 ;;;;
148;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 23 ; 56.365 ; 42 ; 968.209 ; 65 ; 1.024.575 ; 13 ; 855.626 ;;; 13 ; 855.626 ; 78 ; 1.880.201 ;;;;
149;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 57 ; 27.456 ; 384 ; 903.108 ; 441 ; 930.565 ; 46 ; 867.847 ;;; 46 ; 867.847 ; 487 ; 1.798.411 ;;;;
150;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 17 ; 30.560 ; 333 ; 876.427 ; 350 ; 906.987 ; 69 ; 871.190 ; 1 ; 19.900 ; 70 ; 891.090 ; 420 ; 1.798.077 ;;;;
151;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO;;;;; 1 ; 909.477 ; 3 ; 59.829 ; 4 ; 969.306 ;;; 1 ; 700.000 ; 1 ; 700.000 ; 5 ; 1.669.306 ;;;;
152;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 112 ; 73.273 ; 822 ; 723.001 ; 934 ; 796.273 ; 30 ; 698.795 ;;; 30 ; 698.795 ; 964 ; 1.495.068 ;;;;
153;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 18 ; 14.636 ; 651 ; 690.082 ; 669 ; 704.718 ; 86 ; 705.262 ;;; 86 ; 705.262 ; 755 ; 1.409.979 ;;;;
154;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 30 ; 697.781 ; 30 ; 697.781 ; 20 ; 697.781 ;;; 20 ; 697.781 ; 50 ; 1.395.562 ;;;;
155;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 14 ; 215.462 ; 3 ; 69.970 ; 50 ; 473.581 ; 67 ; 759.012 ; 54 ; 620.442 ;;; 54 ; 620.442 ; 121 ; 1.379.455 ;;;;
156;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 42 ; 544.567 ; 1 ; 26.581 ; 26 ; 87.006 ; 69 ; 658.154 ; 50 ; 609.622 ; 1 ; 4.655 ; 51 ; 614.277 ; 120 ; 1.272.431 ;;;;
157;33.124.959;BANCO RURAL S.A.;;;;; 3 ; 13.031 ; 15 ; 162.508 ; 18 ; 175.538 ; 21 ; 457.460 ; 21 ; 468.396 ; 42 ; 925.856 ; 60 ; 1.101.395 ;;;;
158;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 37 ; 37.903 ; 94 ; 525.525 ; 131 ; 563.429 ; 55 ; 500.491 ;;; 55 ; 500.491 ; 186 ; 1.063.920 ;;;;
159;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.;;; 1 ; 23.414 ; 29 ; 42.849 ; 198 ; 310.330 ; 228 ; 376.594 ; 56 ; 313.946 ; 5 ; 20.034 ; 61 ; 333.979 ; 289 ; 710.573 ;;;;
160;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 251 ; 159.322 ; 386 ; 289.018 ; 637 ; 448.340 ; 10 ; 157.073 ; 2 ; 21.922 ; 12 ; 178.995 ; 649 ; 627.335 ;;;;
161;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 10 ; 19.183 ; 45 ; 311.395 ; 55 ; 330.577 ; 12 ; 267.291 ;;; 12 ; 267.291 ; 67 ; 597.868 ;;;;
162;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 18 ; 18.383 ; 139 ; 271.808 ; 157 ; 290.191 ; 39 ; 245.180 ; 1 ; 24 ; 40 ; 245.204 ; 197 ; 535.395 ;;;;
163;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 43 ; 157.038 ; 2 ; 17.366 ; 45 ; 174.403 ;;; 1 ; 300.000 ; 1 ; 300.000 ; 46 ; 474.403 ;;;;
164;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 2 ; 54.498 ;;; 11 ; 4.371 ; 53 ; 164.263 ; 66 ; 223.132 ; 2 ; 200.413 ; 1 ; 553 ; 3 ; 200.966 ; 69 ; 424.098 ;;;;
165;58.497.702;BANCO INTERCAP S.A.;;;;;;; 3 ; 80.937 ; 3 ; 80.937 ;;; 1 ; 250.000 ; 1 ; 250.000 ; 4 ; 330.937 ;;;;
166;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 35 ; 151.325 ; 35 ; 151.325 ; 28 ; 145.422 ;;; 28 ; 145.422 ; 63 ; 296.746 ;;;;
167;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 1 ; 20.800 ;;; 16 ; 41.202 ; 17 ; 62.002 ; 6 ; 136.561 ;;; 6 ; 136.561 ; 23 ; 198.563 ;;;;
168;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 7 ; 4.139 ; 44 ; 107.091 ; 51 ; 111.230 ; 4 ; 52.598 ;;; 4 ; 52.598 ; 55 ; 163.828 ;;;;
169;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 2 ; 100 ; 2 ; 100 ; 4 ; 200 ; 1 ; 40.000 ;;; 1 ; 40.000 ; 5 ; 40.200 ;;;;
170;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;;;; 1 ; 3.362 ; 1 ; 3.362 ; 1 ; 3.362 ;;; 1 ; 3.362 ; 2 ; 6.723 ;;;;
171;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;;;; 4 ; 6.367 ; 4 ; 6.367 ;;;;; -   ; -   ; 4 ; 6.367 ;;;;
172;33.042.953;CITIBANK N.A.;;;;; 1 ; 227 ; 3 ; 2.684 ; 4 ; 2.911 ;;;;; -   ; -   ; 4 ; 2.911 ;;;;
173;14.388.334;PARANµ BANCO S.A.;;;;;;; 2 ; 2.406 ; 2 ; 2.406 ;;;;; -   ; -   ; 2 ; 2.406 ;;;;
174;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 2 ; 2.299 ; 2 ; 2.299 ;;;;; -   ; -   ; 2 ; 2.299 ;;;;
175;40.161.713;NSG POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 1 ; 375 ; 1 ; 375 ; 1 ; 425 ;;; 1 ; 425 ; 2 ; 800 ;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
